学名,和名,Pdfリンク,開長(mm),分布,食草,メモ
Lycaena_phlaeas,ベニシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ly 2.pdf,30,旧北区,スイバ・ギシギシ,ベニシジミの群で全北区を中心に北アフリカ、南アフリカ、ニュージーランドに分布する。旧北区には種が多く、細分されているが差は小 さい。すべてタデ科のキシギシ族を食べる。
Favonius_orientalis,オオミドリ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ly 2.pdf,40,日本～ユーラシア中部,クヌギなどのブナ科,本属は青空色に光るミドリシジミの一 群。日本～ユーラシアの中部にかけ て分布。日本だけでも近似種が８種 で大陸のものの種の識別は困難。食 草はブナ科。
Lycaena_hypothoe,ヒポトーエベニ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ly 2.pdf,40,韓国～欧州,ギシギシ,ベニシジミの群で全北区を中心に北アフリカ、南アフリカ、ニュージーランドに分布する。旧北区には種が多く、細分されているが差は小 さい。すべてタデ科のキシギシ族を食べる。
Japonica_saepestrata,ウラナミアカ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ly 2.pdf,42,日本～ウスリ,ブナ科のクヌギ・アベ、マキ,東北アジアのアカシジミやウラナミアカシ ジミを含む属でミドリシジミ族において進 化的には原始的な属。
Lycaena_disper,チョウセンベニ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ly 2.pdf,40,韓国～欧州,ギシギシ,ベニシジミの群で全北区を中心に北アフリカ、南アフリカ、ニュージーランドに分布する。旧北区には種が多く、細分されているが差は小 さい。すべてタデ科のキシギシ族を食べる。
Wagimo_signata,ウラミスジ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ly 2.pdf,34,東アジア,ブナ科のクヌギなど,本属は、日本と東北アジアに生息するウラミスジ シジミと台湾や中国大陸のタイワンウラナミの２ 種でミドリシジミの中では分化が進んだもの。
Lycaedes_argirognomon,ミヤマシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ly 3.pdf,34,ユーラシヤ～日本,ミヤコグサ・コマツナギ・カワラヨモギ,本属の他よく似た２属を含む類は、ユー ラシア大陸からに北米にかけてたくさん の種を含み分類が困難である。そこでこ れらをヒメシジミ類と総称すると、ユーラ シヤだけで１２５種、北米で１５種と多くの 種を含む。
Curetis_acuta,ウラギンシジミＵＮ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ly 3.pdf,45,ヒマラヤ～中国大陸南部～日本,フジ、クズ、クララなど,すべて裏が銀色の種を含む属で日本を含む東南アジアの特産種。十数種類生息。日本にはこの種が一種類いて、暖地の普通種
Curetis_acuta,ウラギンシジミ♂,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ly 3.pdf,45,ヒマラヤ～中国大陸南部～日本,フジ、クズ、クララなど,すべて裏が銀色の種を含む属で日本を含む東南アジアの特産種。十数種類生息。日本にはこの種が一種類いて、暖地の普通種
Thecla_betulae,チョウセンアカシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ly 3.pdf,44,韓国～欧州,スモノ、スロー、カバノキ,本属は、旧北区ではbetula(チョウセン メスアカシジミ)とbetulaeの2種だけ。
Celastrina_oreas,アリサンルリシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ly 3.pdf,26,台湾～中国,バラ科のサイカモドキ、ツバキ科のミヤマヒサカキ,本属は約60種でよく似たものがおおく、同定は 困難。北はユーラシアから南はオーストラリア、 新大陸では中米以北。南は個体数が少ない。
Curetis_acuta,ウラギンシジミ裏,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ly 3.pdf,45,ヒマラヤ～中国大陸南部～日本,フジ、クズ、クララなど,すべて裏が銀色の種を含む属で日本を含む東南アジアの特産種。十数種類生息。日本にはこの種が一種類いて、暖地の普通種
Niphanda_fusca,クロシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ly 4.pdf,36,日本～中国,,属をことにするがこのページには、幼虫が蟻と共棲する日本産の５蝶を図示した。世界では幼虫が蟻と共棲する種が数多くある。
Spindasis_takanonis,キマダラルリシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ly 4.pdf,32,日本～中国大陸西部,,属をことにするがこのページには、幼虫が蟻と共棲する日本産の５蝶を図示した。世界では幼虫が蟻と共棲する種が数多くある。
Maculinea_teleius,ゴマシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ly 4.pdf,38,ユーラシヤ～日本,,属をことにするがこのページには、幼虫が蟻と共棲する日本産の５蝶を図示した。世界では幼虫が蟻と共棲する種が数多くある。
Shirozua_jonasi,ムモンアカシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ly 4.pdf,38,中国大陸北部～日本,,属をことにするがこのページには、幼虫が蟻と共棲する日本産の５蝶を図示した。世界では幼虫が蟻と共棲する種が数多くある。
Maculinea_arionides,オオゴマシジミ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ly 4.pdf,42,日本～朝鮮半島,,属をことにするがこのページには、幼虫が蟻と共棲する日本産の５蝶を図示した。世界では幼虫が蟻と共棲する種が数多くある。
Arginnis_hiperbius,ツマグロヒョウモン,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 1.pdf,74,日本～アフリカ北部,スミレ科の各種のスミレ類,属はユーラシア大陸の大型ヒョウモン中唯一の亜熱帯進出属で、年多化性のもの。♀ はスジグリカバマダラに擬態。食草はｽﾐﾚ科。亜熱帯性の本種が最近生息範囲を北へ 広げている。地球温暖化のためか。
Aglais_urticae,コヒオドシ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 1.pdf,54,旧北区,イラクサ科のイラクサ、ムカゴイラクサなど,コヒオドシurlicaeが代表。北米大陸によく似たも のが２種。環北極の属で温帯では高地に生息。
Arginnis_paphia,ミドリヒョウモン,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 1.pdf,68,旧北区,スミレ科の各種のスミレ類,旧北区の温帯域を中心として分布する。本来草原性 の蝶でアザミ、トラノオに飛来。♀♂の差が著しいもの あり。食草はｽﾐﾚ科。
Nymphalis_antiopa,キベリタテハ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 1.pdf,62,全北区,カバノキ科のダケカンバ、シラカンバなど,この属は、北極圏を含む北部中心に展開する。背景色はｵﾚﾝｼﾞ、茶色、黒紫と いろいろ。翅を閉じれば枯れ葉に似ていて保護色になっている。成虫で越冬す る。
Inachis_io,クジャクチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 2.pdf,66,旧北区,ホップ、ホソバイラクサ、ハルニレなど,一種クジャクチョウのみからなる小属。旧北区に 分布。
Cynthia_cardui,ヒメアカタテハ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 2.pdf,64,全北区,ヨモギ、ゴボウハハコグサ、アザミなど,Cynthia属のヒメアカタテハcarduiはオーストラリア・ニュージーランド以外は生息 するコスモポリタン。他にオーストラリアに１種と新北区に７種。
Kaniska_canace,ルリタテハ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 2.pdf,64,日本～インド,ユリ科のサルトリイバラ、栽培のトケイソウ,一種ルリタテハのみ。日本・韓国だけではなく中国・インド～Sundaland・フィリピ ンに分布。
Cyrestis_thyodamas,イシガキチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 2.pdf,60,日本～アフリカ北部,イヌビワ、イチジクなど,Cyrestis属は、森林のわきを飛んでいるときはシ ロチョウに見えるインド・オーストラリア系の蝶。 食草はクワ科植物。
Hestina_assimilis,アカボシゴマダラ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 3.pdf,85,東アジア,奄美大島ではクワノハエノキ,Hestina属は、ゴマダラチョウが代表。中国大陸を中心として台湾や日本の奄美 大島にも分布する。成虫はエノキ科のあるところで飛翔する。assimilisはタイワン ではマダラに擬態。
Dichorragia_nesimachus,スミナガシ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 3.pdf,74,日本～アフガニスタン,アワブキ、ヤマビワなど,Dichorragia属はスミナガシが代表。日本～タイ・ ビルマ・フィリピン・Sundalandに生息する nesimachusとニューギニアとモルッカ諸島に生息 する大型のninusの２種。
Apatura_schrenki,シロコムラサキ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 3.pdf,76,韓国・東中国,ハルニレ,Apatura属の分布はヨーロッパからアジア、北米。飛翔は敏捷でよく滑空する。昼間は樹液や糞に集まる。食草はヤナギ科。
Apatura_metis,コムラサキ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 3.pdf,63,欧州中東部～日本,シダレヤナギ、ウンリュウヤマギ、コゴメヤナギ,Apatura属の分布はヨーロッパからアジア、北米。飛翔は敏捷でよく滑空する。昼間は樹液や糞に集まる。食草はヤナギ科。
Limenitis_populi,オオイチモンジ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 4.pdf,82,旧北区,ドロノキ・ヤマナラシ,Limenitis属は中国南西部を中心にｲﾝﾄﾞ･ｵｰｽﾄﾗﾘｱ区、新大陸に分布。飛翔は敏捷、湿地に降りる。食草はﾔﾅｷﾞ科のﾊｺﾔﾅｷﾞ属、ｽｲｶ ｽﾞﾗ科のｽｲｶｽﾞﾗ属。
Neptis_sappho,コミスジ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 4.pdf,62,日本～東アジア,シモツケ、ユキヤナギ、コデマリ,本属の♀♂はよく似ている。日向を滑空する。欧州～アフリカ・アジアを経て北西オーストラリアにまで分布する。
Limenitis_reducta,ヨーロッパイチモンジ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 4.pdf,82,旧北区,ドロノキ・ヤマナラシ,Limenitis属は中国南西部を中心にｲﾝﾄﾞ･ｵｰｽﾄﾗﾘｱ区、新大陸に分布。飛翔は敏捷、湿地に降りる。食草はﾔﾅｷﾞ科のﾊｺﾔﾅｷﾞ属、ｽｲｶ ｽﾞﾗ科のｽｲｶｽﾞﾗ属。
Neptis_pryeri,ホシミスジ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 4.pdf,56,日本～欧州,クズ、フジ、ナンテンハギなど,本属の♀♂はよく似ている。日向を滑空する。欧州～アフリカ・アジアを経て北西オーストラリアにまで分布する。
Sasakia_funebris_,クロオオムラサキ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 5.pdf,102,日本～中国,エノキ,本属は日本から台湾、中国大陸に分布する小さい属で、日本に住むオオムラサキcharondaと中国中部のfunebrisの２種からなる。コ ムラサキ属と近縁。
Sasakia_charonda,オオムラサキ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-ny 5.pdf,118,中国,エノキ,本属は日本から台湾、中国大陸に分布する小さい属で、日本に住むオオムラサキcharondaと中国中部のfunebrisの２種からなる。コ ムラサキ属と近縁。
Luehdorfia_puciloi,ヒメギフ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-pa 1.pdf,62,日本～アムール,ウマノスズクサ科ウスバサイシン/オクエゾサイシン代表種ーウスバサイシン,本属は最近発見されたオナガギフチョウを加えると６種を含み、すべて東アジアに生息。食草は、カンアオイ属などのウマノスズクサ科。蛹で越 冬。
Luehdorfia_japonica,ギフチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-pa 1.pdf,62,日本,ウマノスズクサ科カンアオイ 代表種-カンアオイ,本属は最近発見されたオナガギフチョウを加えると６種を含み、すべて東アジアに生息。食草は、カンアオイ属などのウマノスズクサ科。蛹で越 冬。
Allancastria_cerisyi,シロタイス,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-pa 2.pdf,60,イラン・イラク,Aristolochia maurorum,本属はシロタイスアゲハの一属一種。幼虫の食 草はウマノスズクサ科。
Bhuetanitis_mansfieldi,シナシボリ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-pa 2.pdf,100,雲南,,シボリアゲハ（Bhetanis)属は、４種が知られている。いずれも３本の尾状突起がある。飛翔は緩やか。
Zerynthia rumina,スカシタイスアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-pa 2.pdf,65,南ヨーロッパ～西アジア,代表種-Aristolochia_pistolochia,本属は西南ヨーロッパに住むタイスアゲハ２種の属。幼虫は各種の ウマノスズクサ科の植物を食べる。
Bhuetanitis_iderdalii,シボリアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/p_arc/p_arc-pa 2.pdf,110,ヒマラヤ～ベトナム,Ａｒｉｓｔｏｌｏｃｈｉａ_ｇｒｉｆｉｔｈｉｉ,シボリアゲハ（Bhetanis)属は、４種が知られている。いずれも３本の尾状突起がある。飛翔は緩やか。
